Sexo	Edad	Relación con la actividad económica	Periodo	Total
Hombres	De 40 a 44 años	Ocupados	2018	1.706,5
Hombres	De 40 a 44 años	Ocupados	2017	1.668,8
Hombres	De 40 a 44 años	Ocupados	2016	1.610
Hombres	De 40 a 44 años	Ocupados	2015	1.574
Hombres	De 40 a 44 años	Ocupados	2014	1.490,1
Hombres	De 40 a 44 años	Ocupados	2013	1.437,2
Hombres	De 40 a 44 años	Ocupados	2012	1.452,5
Hombres	De 40 a 44 años	Ocupados	2011	1.499,8
Hombres	De 40 a 44 años	Ocupados	2010	1.508,8
Hombres	De 40 a 44 años	Ocupados	2009	1.518,6
Hombres	De 40 a 44 años	Ocupados	2008	1.621
Hombres	De 40 a 44 años	Ocupados	2007	1.626,4
Hombres	De 40 a 44 años	Ocupados	2006	1.564,9
Hombres	De 40 a 44 años	Parados	2024	123,2
Hombres	De 40 a 44 años	Parados	2023	131,8
Hombres	De 40 a 44 años	Parados	2022	144,6
Hombres	De 40 a 44 años	Parados	2021	171,1
Hombres	De 40 a 44 años	Parados	2020	178,6
Hombres	De 40 a 44 años	Parados	2019	172,4
Hombres	De 40 a 44 años	Parados	2018	181,7
Hombres	De 40 a 44 años	Parados	2017	210,1
Hombres	De 40 a 44 años	Parados	2016	267,4
Hombres	De 40 a 44 años	Parados	2015	293,2
Hombres	De 40 a 44 años	Parados	2014	353,3
Hombres	De 40 a 44 años	Parados	2013	391,7
Hombres	De 40 a 44 años	Parados	2012	379,2
Hombres	De 40 a 44 años	Parados	2011	327,4
Hombres	De 40 a 44 años	Parados	2010	302
Hombres	De 40 a 44 años	Parados	2009	260,6
Hombres	De 40 a 44 años	Parados	2008	137,6
Hombres	De 40 a 44 años	Parados	2007	80,8
Hombres	De 40 a 44 años	Parados	2006	78
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2024	4
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2023	1,4
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2022	2,4
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2021	2,9
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2020	2,6
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2019	2,7
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2018	2,3
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2017	2,1
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2016	2,3
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2015	1,6
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2014	2,6
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2013	2,2
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2012	2,8
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2011	1,7
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2010	2,5
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2009	1,8
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2008	1,2
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2007	0,9
Hombres	De 40 a 44 años	Parados que buscan primer empleo	2006	0,6
Hombres	De 40 a 44 años	Inactivos	2024	120,3
Hombres	De 40 a 44 años	Inactivos	2023	119,2
Hombres	De 40 a 44 años	Inactivos	2022	115,4
Hombres	De 40 a 44 años	Inactivos	2021	128,2
Hombres	De 40 a 44 años	Inactivos	2020	149
Hombres	De 40 a 44 años	Inactivos	2019	123,2
Hombres	De 40 a 44 años	Inactivos	2018	113,4
Hombres	De 40 a 44 años	Inactivos	2017	118,2
Hombres	De 40 a 44 años	Inactivos	2016	110,7
Hombres	De 40 a 44 años	Inactivos	2015	108
Hombres	De 40 a 44 años	Inactivos	2014	117,3
Hombres	De 40 a 44 años	Inactivos	2013	125,1
Hombres	De 40 a 44 años	Inactivos	2012	124
Hombres	De 40 a 44 años	Inactivos	2011	116,3
Hombres	De 40 a 44 años	Inactivos	2010	111,6
Hombres	De 40 a 44 años	Inactivos	2009	126,1
Hombres	De 40 a 44 años	Inactivos	2008	121,2
Hombres	De 40 a 44 años	Inactivos	2007	118,5
Hombres	De 40 a 44 años	Inactivos	2006	119,8
Hombres	De 45 a 49 años	Total	2024	2.049,1
Hombres	De 45 a 49 años	Total	2023	2.046,8
Hombres	De 45 a 49 años	Total	2022	2.022,6
Hombres	De 45 a 49 años	Total	2021	1.998,2
Hombres	De 45 a 49 años	Total	2020	1.958,2
Hombres	De 45 a 49 años	Total	2019	1.930,7
Hombres	De 45 a 49 años	Total	2018	1.902,5
Hombres	De 45 a 49 años	Total	2017	1.882,4
Hombres	De 45 a 49 años	Total	2016	1.868,4
Hombres	De 45 a 49 años	Total	2015	1.855
Hombres	De 45 a 49 años	Total	2014	1.848,6
Hombres	De 45 a 49 años	Total	2013	1.842,8
Hombres	De 45 a 49 años	Total	2012	1.824,4
Hombres	De 45 a 49 años	Total	2011	1.792,1
Hombres	De 45 a 49 años	Total	2010	1.757
Hombres	De 45 a 49 años	Total	2009	1.718
Hombres	De 45 a 49 años	Total	2008	1.673,9
Hombres	De 45 a 49 años	Total	2007	1.627,1
Hombres	De 45 a 49 años	Total	2006	1.573,8
Hombres	De 45 a 49 años	Activos	2024	1.885,1
Hombres	De 45 a 49 años	Activos	2023	1.885,7
Hombres	De 45 a 49 años	Activos	2022	1.876,9
Hombres	De 45 a 49 años	Activos	2021	1.845,3
Hombres	De 45 a 49 años	Activos	2020	1.786,8
Hombres	De 45 a 49 años	Activos	2019	1.784,2
Hombres	De 45 a 49 años	Activos	2018	1.754,2
Hombres	De 45 a 49 años	Activos	2017	1.726,7
Hombres	De 45 a 49 años	Activos	2016	1.722,4
Hombres	De 45 a 49 años	Activos	2015	1.710,4
Hombres	De 45 a 49 años	Activos	2014	1.704,6
Hombres	De 45 a 49 años	Activos	2013	1.693,2
Hombres	De 45 a 49 años	Activos	2012	1.682,9
Hombres	De 45 a 49 años	Activos	2011	1.645,4
Hombres	De 45 a 49 años	Activos	2010	1.614,5
Hombres	De 45 a 49 años	Activos	2009	1.582,9
Hombres	De 45 a 49 años	Activos	2008	1.542,5
Hombres	De 45 a 49 años	Activos	2007	1.496,7
Hombres	De 45 a 49 años	Activos	2006	1.457,4
Hombres	De 45 a 49 años	Ocupados	2024	1.747,6
Hombres	De 45 a 49 años	Ocupados	2023	1.747,9
Hombres	De 45 a 49 años	Ocupados	2022	1.731,6
Hombres	De 45 a 49 años	Ocupados	2021	1.681,9
Hombres	De 45 a 49 años	Ocupados	2020	1.603,8
Hombres	De 45 a 49 años	Ocupados	2019	1.615
Hombres	De 45 a 49 años	Ocupados	2018	1.565,5
Hombres	De 45 a 49 años	Ocupados	2017	1.504,9
Hombres	De 45 a 49 años	Ocupados	2016	1.468,5
Hombres	De 45 a 49 años	Ocupados	2015	1.410
Hombres	De 45 a 49 años	Ocupados	2014	1.353,9
Hombres	De 45 a 49 años	Ocupados	2013	1.317,6
Hombres	De 45 a 49 años	Ocupados	2012	1.338,7
Hombres	De 45 a 49 años	Ocupados	2011	1.370,4
Hombres	De 45 a 49 años	Ocupados	2010	1.378,3
Hombres	De 45 a 49 años	Ocupados	2009	1.372,9
Hombres	De 45 a 49 años	Ocupados	2008	1.422,7
Hombres	De 45 a 49 años	Ocupados	2007	1.427,3
Hombres	De 45 a 49 años	Ocupados	2006	1.398,6
Hombres	De 45 a 49 años	Parados	2024	137,4
Hombres	De 45 a 49 años	Parados	2023	137,7
Hombres	De 45 a 49 años	Parados	2022	145,3
Hombres	De 45 a 49 años	Parados	2021	163,4
Hombres	De 45 a 49 años	Parados	2020	183
Hombres	De 45 a 49 años	Parados	2019	169,2
Hombres	De 45 a 49 años	Parados	2018	188,7
Hombres	De 45 a 49 años	Parados	2017	221,8
Hombres	De 45 a 49 años	Parados	2016	253,9
Hombres	De 45 a 49 años	Parados	2015	300,4
Hombres	De 45 a 49 años	Parados	2014	350,7
Hombres	De 45 a 49 años	Parados	2013	375,6
Hombres	De 45 a 49 años	Parados	2012	344,2
Hombres	De 45 a 49 años	Parados	2011	274,9
Hombres	De 45 a 49 años	Parados	2010	236,2
Hombres	De 45 a 49 años	Parados	2009	210
Hombres	De 45 a 49 años	Parados	2008	119,7
Hombres	De 45 a 49 años	Parados	2007	69,4
Hombres	De 45 a 49 años	Parados	2006	58,8
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2024	1,5
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2023	1,5
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2022	2,3
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2021	2,1
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2020	2,5
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2019	1,9
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2018	2,1
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2017	1
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2016	0,4
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2015	2,3
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2014	3,5
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2013	1,9
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2012	2,3
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2011	1,3
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2010	0,6
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2009	0,6
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2008	1,5
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2007	1,8
Hombres	De 45 a 49 años	Parados que buscan primer empleo	2006	0,5
Hombres	De 45 a 49 años	Inactivos	2024	164,1
Hombres	De 45 a 49 años	Inactivos	2023	161,1
Hombres	De 45 a 49 años	Inactivos	2022	145,7
Hombres	De 45 a 49 años	Inactivos	2021	152,9
Hombres	De 45 a 49 años	Inactivos	2020	171,4
Hombres	De 45 a 49 años	Inactivos	2019	146,5
Hombres	De 45 a 49 años	Inactivos	2018	148,3
Hombres	De 45 a 49 años	Inactivos	2017	155,7
Hombres	De 45 a 49 años	Inactivos	2016	146
Hombres	De 45 a 49 años	Inactivos	2015	144,6
Hombres	De 45 a 49 años	Inactivos	2014	144
Hombres	De 45 a 49 años	Inactivos	2013	149,6
Hombres	De 45 a 49 años	Inactivos	2012	141,4
Hombres	De 45 a 49 años	Inactivos	2011	146,8
Hombres	De 45 a 49 años	Inactivos	2010	142,5
Hombres	De 45 a 49 años	Inactivos	2009	135,1
Hombres	De 45 a 49 años	Inactivos	2008	131,4
Hombres	De 45 a 49 años	Inactivos	2007	130,4
Hombres	De 45 a 49 años	Inactivos	2006	116,3
Hombres	De 50 a 54 años	Total	2024	1.942,6
Hombres	De 50 a 54 años	Total	2023	1.907,5
Hombres	De 50 a 54 años	Total	2022	1.877,3
Hombres	De 50 a 54 años	Total	2021	1.851,5
Hombres	De 50 a 54 años	Total	2020	1.828,9
Hombres	De 50 a 54 años	Total	2019	1.813,2
Hombres	De 50 a 54 años	Total	2018	1.792,8
Hombres	De 50 a 54 años	Total	2017	1.762,4
Hombres	De 50 a 54 años	Total	2016	1.729,5
Hombres	De 50 a 54 años	Total	2015	1.700
Hombres	De 50 a 54 años	Total	2014	1.669,7
Hombres	De 50 a 54 años	Total	2013	1.638,3
Hombres	De 50 a 54 años	Total	2012	1.615,3
Hombres	De 50 a 54 años	Total	2011	1.583,1
Hombres	De 50 a 54 años	Total	2010	1.536,4
Hombres	De 50 a 54 años	Total	2009	1.482
Hombres	De 50 a 54 años	Total	2008	1.427,2
Hombres	De 50 a 54 años	Total	2007	1.375,2
Hombres	De 50 a 54 años	Total	2006	1.325,8
Hombres	De 50 a 54 años	Activos	2024	1.748,3
Hombres	De 50 a 54 años	Activos	2023	1.709
Hombres	De 50 a 54 años	Activos	2022	1.687,8
Hombres	De 50 a 54 años	Activos	2021	1.658,7
Hombres	De 50 a 54 años	Activos	2020	1.624,9
Hombres	De 50 a 54 años	Activos	2019	1.620,7
Hombres	De 50 a 54 años	Activos	2018	1.598,2
Hombres	De 50 a 54 años	Activos	2017	1.577,7
Hombres	De 50 a 54 años	Activos	2016	1.546
Hombres	De 50 a 54 años	Activos	2015	1.519,5
Hombres	De 50 a 54 años	Activos	2014	1.480,9
Hombres	De 50 a 54 años	Activos	2013	1.454,4
Hombres	De 50 a 54 años	Activos	2012	1.430
Hombres	De 50 a 54 años	Activos	2011	1.401,7
Hombres	De 50 a 54 años	Activos	2010	1.354,2
Hombres	De 50 a 54 años	Activos	2009	1.304,8
Hombres	De 50 a 54 años	Activos	2008	1.258,1
Hombres	De 50 a 54 años	Activos	2007	1.216,5
Hombres	De 50 a 54 años	Activos	2006	1.162,7
Hombres	De 50 a 54 años	Ocupados	2024	1.614
Hombres	De 50 a 54 años	Ocupados	2023	1.570,7
Hombres	De 50 a 54 años	Ocupados	2022	1.518,3
Hombres	De 50 a 54 años	Ocupados	2021	1.491,8
Hombres	De 50 a 54 años	Ocupados	2020	1.452,1
Hombres	De 50 a 54 años	Ocupados	2019	1.451,6
Hombres	De 50 a 54 años	Ocupados	2018	1.408,8
Hombres	De 50 a 54 años	Ocupados	2017	1.366,4
Hombres	De 50 a 54 años	Ocupados	2016	1.303,8
Hombres	De 50 a 54 años	Ocupados	2015	1.245,4
Hombres	De 50 a 54 años	Ocupados	2014	1.186,8
Hombres	De 50 a 54 años	Ocupados	2013	1.151,7
Hombres	De 50 a 54 años	Ocupados	2012	1.150,7
Hombres	De 50 a 54 años	Ocupados	2011	1.177,3
Hombres	De 50 a 54 años	Ocupados	2010	1.157,9
Hombres	De 50 a 54 años	Ocupados	2009	1.151,8
Hombres	De 50 a 54 años	Ocupados	2008	1.172,2
Hombres	De 50 a 54 años	Ocupados	2007	1.158,4
Hombres	De 50 a 54 años	Ocupados	2006	1.115,7
Hombres	De 50 a 54 años	Parados	2024	134,4
Hombres	De 50 a 54 años	Parados	2023	138,3
Hombres	De 50 a 54 años	Parados	2022	169,5
Hombres	De 50 a 54 años	Parados	2021	166,9
Hombres	De 50 a 54 años	Parados	2020	172,8
Hombres	De 50 a 54 años	Parados	2019	169,1
Hombres	De 50 a 54 años	Parados	2018	189,5
Hombres	De 50 a 54 años	Parados	2017	211,3
Hombres	De 50 a 54 años	Parados	2016	242,2
Hombres	De 50 a 54 años	Parados	2015	274
Hombres	De 50 a 54 años	Parados	2014	294,1
Hombres	De 50 a 54 años	Parados	2013	302,7
Hombres	De 50 a 54 años	Parados	2012	279,3
Hombres	De 50 a 54 años	Parados	2011	224,5
Hombres	De 50 a 54 años	Parados	2010	196,2
Hombres	De 50 a 54 años	Parados	2009	152,9
Hombres	De 50 a 54 años	Parados	2008	85,8
Hombres	De 50 a 54 años	Parados	2007	58,1
Hombres	De 50 a 54 años	Parados	2006	46,9
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2024	0,9
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2023	1,4
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2022	1,7
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2021	0,1
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2020	0,9
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2019	1,5
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2018	0,7
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2017	1,8
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2016	0,7
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2015	1,5
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2014	0,6
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2013	0,7
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2012	0,5
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2011	1,1
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2010	0,5
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2009	0,7
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2008	0,1
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2007	0,6
Hombres	De 50 a 54 años	Parados que buscan primer empleo	2006	0,6
Hombres	De 50 a 54 años	Inactivos	2024	194,3
Hombres	De 50 a 54 años	Inactivos	2023	198,5
Hombres	De 50 a 54 años	Inactivos	2022	189,5
Hombres	De 50 a 54 años	Inactivos	2021	192,7
Hombres	De 50 a 54 años	Inactivos	2020	204
Hombres	De 50 a 54 años	Inactivos	2019	192,5
Hombres	De 50 a 54 años	Inactivos	2018	194,6
Hombres	De 50 a 54 años	Inactivos	2017	184,7
Hombres	De 50 a 54 años	Inactivos	2016	183,5
Hombres	De 50 a 54 años	Inactivos	2015	180,5
Hombres	De 50 a 54 años	Inactivos	2014	188,8
Hombres	De 50 a 54 años	Inactivos	2013	183,9
Hombres	De 50 a 54 años	Inactivos	2012	185,3
Hombres	De 50 a 54 años	Inactivos	2011	181,3
Hombres	De 50 a 54 años	Inactivos	2010	182,2
Hombres	De 50 a 54 años	Inactivos	2009	177,2
Hombres	De 50 a 54 años	Inactivos	2008	169,1
Hombres	De 50 a 54 años	Inactivos	2007	158,7
Hombres	De 50 a 54 años	Inactivos	2006	163,1
Hombres	De 55 a 59 años	Total	2024	1.792
Hombres	De 55 a 59 años	Total	2023	1.768,7
Hombres	De 55 a 59 años	Total	2022	1.733,2
Hombres	De 55 a 59 años	Total	2021	1.694
Hombres	De 55 a 59 años	Total	2020	1.664,8
Hombres	De 55 a 59 años	Total	2019	1.627,3
Hombres	De 55 a 59 años	Total	2018	1.585,7
Hombres	De 55 a 59 años	Total	2017	1.555,3
Hombres	De 55 a 59 años	Total	2016	1.523,4
Hombres	De 55 a 59 años	Total	2015	1.479,7
Hombres	De 55 a 59 años	Total	2014	1.434,1
Hombres	De 55 a 59 años	Total	2013	1.387,7
Hombres	De 55 a 59 años	Total	2012	1.350,4
Hombres	De 55 a 59 años	Total	2011	1.315,8
Hombres	De 55 a 59 años	Total	2010	1.279,9
Hombres	De 55 a 59 años	Total	2009	1.257,3
Hombres	De 55 a 59 años	Total	2008	1.249,5
Hombres	De 55 a 59 años	Total	2007	1.233,1
Hombres	De 55 a 59 años	Total	2006	1.207,3
Hombres	De 55 a 59 años	Activos	2024	1.526,4
Hombres	De 55 a 59 años	Activos	2023	1.485,9
Hombres	De 55 a 59 años	Activos	2022	1.438,9
Hombres	De 55 a 59 años	Activos	2021	1.395,5
Hombres	De 55 a 59 años	Activos	2020	1.357,7
Hombres	De 55 a 59 años	Activos	2019	1.342,9
Hombres	De 55 a 59 años	Activos	2018	1.304,9
Hombres	De 55 a 59 años	Activos	2017	1.270,9
Hombres	De 55 a 59 años	Activos	2016	1.236,1
Hombres	De 55 a 59 años	Activos	2015	1.186,9
Hombres	De 55 a 59 años	Activos	2014	1.135,1
Hombres	De 55 a 59 años	Activos	2013	1.102,8
Hombres	De 55 a 59 años	Activos	2012	1.074,5
Hombres	De 55 a 59 años	Activos	2011	1.035,7
Hombres	De 55 a 59 años	Activos	2010	1.016
Hombres	De 55 a 59 años	Activos	2009	981,3
Hombres	De 55 a 59 años	Activos	2008	977,8
Hombres	De 55 a 59 años	Activos	2007	940,5
Hombres	De 55 a 59 años	Activos	2006	918,2
Hombres	De 55 a 59 años	Ocupados	2024	1.395,3
Hombres	De 55 a 59 años	Ocupados	2023	1.346,5
Hombres	De 55 a 59 años	Ocupados	2022	1.295,8
Hombres	De 55 a 59 años	Ocupados	2021	1.238,1
Hombres	De 55 a 59 años	Ocupados	2020	1.208,2
Hombres	De 55 a 59 años	Ocupados	2019	1.186
Hombres	De 55 a 59 años	Ocupados	2018	1.138,8
Hombres	De 55 a 59 años	Ocupados	2017	1.080,6
Hombres	De 55 a 59 años	Ocupados	2016	1.021,8
Hombres	De 55 a 59 años	Ocupados	2015	953,3
Hombres	De 55 a 59 años	Ocupados	2014	885,5
Hombres	De 55 a 59 años	Ocupados	2013	870,5
Hombres	De 55 a 59 años	Ocupados	2012	871,2
Hombres	De 55 a 59 años	Ocupados	2011	871,1
Hombres	De 55 a 59 años	Ocupados	2010	863,2
Hombres	De 55 a 59 años	Ocupados	2009	867,2
Hombres	De 55 a 59 años	Ocupados	2008	912,8
Hombres	De 55 a 59 años	Ocupados	2007	892,9
Hombres	De 55 a 59 años	Ocupados	2006	871,2
Hombres	De 55 a 59 años	Parados	2024	131,1
Hombres	De 55 a 59 años	Parados	2023	139,4
Hombres	De 55 a 59 años	Parados	2022	143,2
Hombres	De 55 a 59 años	Parados	2021	157,3
Hombres	De 55 a 59 años	Parados	2020	149,5
Hombres	De 55 a 59 años	Parados	2019	156,9
Hombres	De 55 a 59 años	Parados	2018	166
Hombres	De 55 a 59 años	Parados	2017	190,4
Hombres	De 55 a 59 años	Parados	2016	214,3
Hombres	De 55 a 59 años	Parados	2015	233,5
Hombres	De 55 a 59 años	Parados	2014	249,6
Hombres	De 55 a 59 años	Parados	2013	232,3
Hombres	De 55 a 59 años	Parados	2012	203,3
Hombres	De 55 a 59 años	Parados	2011	164,6
Hombres	De 55 a 59 años	Parados	2010	152,8
Hombres	De 55 a 59 años	Parados	2009	114,2
Hombres	De 55 a 59 años	Parados	2008	65
Hombres	De 55 a 59 años	Parados	2007	47,6
Hombres	De 55 a 59 años	Parados	2006	47
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2024	0,4
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2023	0,8
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2022	0,8
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2021	1,1
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2020	0,3
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2019	0,9
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2018	0,8
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2017	0,5
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2016	0,3
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2015	0,8
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2014	0,3
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2013	0,3
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2012	1
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2011	0,5
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2010	0,6
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2009	0,3
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2008	0,1
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2007	0
Hombres	De 55 a 59 años	Parados que buscan primer empleo	2006	..
Hombres	De 55 a 59 años	Inactivos	2024	265,7
Hombres	De 55 a 59 años	Inactivos	2023	282,7
Hombres	De 55 a 59 años	Inactivos	2022	294,2
Hombres	De 55 a 59 años	Inactivos	2021	298,5
Hombres	De 55 a 59 años	Inactivos	2020	307,1
Hombres	De 55 a 59 años	Inactivos	2019	284,4
Hombres	De 55 a 59 años	Inactivos	2018	280,8
Hombres	De 55 a 59 años	Inactivos	2017	284,3
Hombres	De 55 a 59 años	Inactivos	2016	287,2
Hombres	De 55 a 59 años	Inactivos	2015	292,9
Hombres	De 55 a 59 años	Inactivos	2014	299
Hombres	De 55 a 59 años	Inactivos	2013	284,9
Hombres	De 55 a 59 años	Inactivos	2012	275,8
Hombres	De 55 a 59 años	Inactivos	2011	280,1
Hombres	De 55 a 59 años	Inactivos	2010	263,9
Hombres	De 55 a 59 años	Inactivos	2009	276
Hombres	De 55 a 59 años	Inactivos	2008	271,8
Hombres	De 55 a 59 años	Inactivos	2007	292,6
Hombres	De 55 a 59 años	Inactivos	2006	289,1
Hombres	De 60 a 64 años	Total	2024	1.580,2
Hombres	De 60 a 64 años	Total	2023	1.540,7
Hombres	De 60 a 64 años	Total	2022	1.505
Hombres	De 60 a 64 años	Total	2021	1.468,1
Hombres	De 60 a 64 años	Total	2020	1.431
Hombres	De 60 a 64 años	Total	2019	1.380,9
Hombres	De 60 a 64 años	Total	2018	1.331,6
Hombres	De 60 a 64 años	Total	2017	1.291,4
Hombres	De 60 a 64 años	Total	2016	1.257,3
Hombres	De 60 a 64 años	Total	2015	1.224,7
Hombres	De 60 a 64 años	Total	2014	1.207,2
Hombres	De 60 a 64 años	Total	2013	1.205
Hombres	De 60 a 64 años	Total	2012	1.198,6
Hombres	De 60 a 64 años	Total	2011	1.180,8
Hombres	De 60 a 64 años	Total	2010	1.174,3
Hombres	De 60 a 64 años	Total	2009	1.165,8
Hombres	De 60 a 64 años	Total	2008	1.140,2
Hombres	De 60 a 64 años	Total	2007	1.101,7
Hombres	De 60 a 64 años	Total	2006	1.057,3
Hombres	De 60 a 64 años	Activos	2024	997,2
Hombres	De 60 a 64 años	Activos	2023	945,7
Hombres	De 60 a 64 años	Activos	2022	898,2
Hombres	De 60 a 64 años	Activos	2021	850,7
Hombres	De 60 a 64 años	Activos	2020	797,5
Hombres	De 60 a 64 años	Activos	2019	737,6
Hombres	De 60 a 64 años	Activos	2018	691,9
Hombres	De 60 a 64 años	Activos	2017	660,6
Hombres	De 60 a 64 años	Activos	2016	626,5
Hombres	De 60 a 64 años	Activos	2015	604,8
Hombres	De 60 a 64 años	Activos	2014	562,6
Hombres	De 60 a 64 años	Activos	2013	539,4
Hombres	De 60 a 64 años	Activos	2012	546,9
Hombres	De 60 a 64 años	Activos	2011	550,6
Hombres	De 60 a 64 años	Activos	2010	546,5
Hombres	De 60 a 64 años	Activos	2009	560
Hombres	De 60 a 64 años	Activos	2008	568,1
Hombres	De 60 a 64 años	Activos	2007	525,2
Hombres	De 60 a 64 años	Activos	2006	515
Hombres	De 60 a 64 años	Ocupados	2024	897,9
Hombres	De 60 a 64 años	Ocupados	2023	846,9
Hombres	De 60 a 64 años	Ocupados	2022	799,2
Hombres	De 60 a 64 años	Ocupados	2021	744,6
Hombres	De 60 a 64 años	Ocupados	2020	700
Hombres	De 60 a 64 años	Ocupados	2019	651,9
Hombres	De 60 a 64 años	Ocupados	2018	604,1
Hombres	De 60 a 64 años	Ocupados	2017	564,3
Hombres	De 60 a 64 años	Ocupados	2016	526,9
Hombres	De 60 a 64 años	Ocupados	2015	506,7
Hombres	De 60 a 64 años	Ocupados	2014	465,8
Hombres	De 60 a 64 años	Ocupados	2013	438,8
Hombres	De 60 a 64 años	Ocupados	2012	456,8
Hombres	De 60 a 64 años	Ocupados	2011	471,3
Hombres	De 60 a 64 años	Ocupados	2010	474,1
Hombres	De 60 a 64 años	Ocupados	2009	499,2
Hombres	De 60 a 64 años	Ocupados	2008	533,4
Hombres	De 60 a 64 años	Ocupados	2007	499,4
Hombres	De 60 a 64 años	Ocupados	2006	491
Hombres	De 60 a 64 años	Parados	2024	99,3
Hombres	De 60 a 64 años	Parados	2023	98,8
Hombres	De 60 a 64 años	Parados	2022	99
Hombres	De 60 a 64 años	Parados	2021	106,1
Hombres	De 60 a 64 años	Parados	2020	97,5
Hombres	De 60 a 64 años	Parados	2019	85,7
Hombres	De 60 a 64 años	Parados	2018	87,7
Hombres	De 60 a 64 años	Parados	2017	96,3
Hombres	De 60 a 64 años	Parados	2016	99,6
Hombres	De 60 a 64 años	Parados	2015	98,1
Hombres	De 60 a 64 años	Parados	2014	96,8
Hombres	De 60 a 64 años	Parados	2013	100,6
Hombres	De 60 a 64 años	Parados	2012	90,1
Hombres	De 60 a 64 años	Parados	2011	79,3
Hombres	De 60 a 64 años	Parados	2010	72,4
Hombres	De 60 a 64 años	Parados	2009	60,7
Hombres	De 60 a 64 años	Parados	2008	34,8
Hombres	De 60 a 64 años	Parados	2007	25,8
Hombres	De 60 a 64 años	Parados	2006	24
Hombres	De 60 a 64 años	Parados que buscan primer empleo	2024	0,4
